name,P,C,G,N,I,I3,J,Mass,Nk,Ik,I3k,Jk,Mk,u,ubar,d,dbar,s,sbar,c,cbar,b,bbar,width_mev,split
Kbar(3100)0,2,2,2,2.26261058675938,0.5,0.5,-222,3.054,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,41.9999999880985,train
Kbar^*(1410)0,0,2,2,1.04738934374721,0.5,0.5,1,1.413732913,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,231.807439762259,train
Kbar^*(1680)0,0,2,2,1.27249777421055,0.5,0.5,1,1.717577132,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,322.422001122753,train
Kbar^*(892)0,0,2,2,0.660612542324672,0.5,0.5,1,0.891673855,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,51.4109405510879,train
Kbar_0^*(1430)0,1,2,2,1.05573676690639,0.5,0.5,0,1.425,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,270.000000000439,train
Kbar_0^*(1950)0,1,2,2,1.45004203314068,0.5,0.5,0,1.957220741,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,172.247364613459,train
Kbar_1(1270)0,1,2,2,0.928376264702264,0.5,0.5,1,1.253092834,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,89.9999999702762,train
Kbar_1(1400)0,1,2,2,1.03907967892089,0.5,0.5,1,1.402516791,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,173.881487528794,train
Kbar_1(1650)0,1,2,2,1.22243204589161,0.5,0.5,1,1.65,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,149.999999985562,train
Kbar_2(1580)0,0,2,2,1.17057129242954,0.5,0.5,2,1.58,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,110.000000022834,train
Kbar_2(1770)0,0,2,2,1.31357737788889,0.5,0.5,2,1.773025078,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,186.132617506849,train
Kbar_2(1820)0,0,2,2,1.34775002713799,0.5,0.5,2,1.819150236,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,264.168723982666,train
Kbar_2(2250)0,0,2,2,1.66437814274314,0.5,0.5,2,2.246524823,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,180.000000019762,train
Kbar_2^*(1430)0,1,2,2,1.05740491323444,0.5,0.5,2,1.427251611,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,100.036126625285,train
Kbar_2^*(1980)0,1,2,2,1.47763276449199,0.5,0.5,2,1.994461835,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,348.033803308135,train
Kbar_3(2320)0,1,2,2,1.72148066777803,0.5,0.5,3,2.3236,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,149.999999985562,train
Kbar_4(2500)0,0,2,2,1.84476108743643,0.5,0.5,4,2.49,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,250.000000034438,train
Kbar_4^*(2045)0,1,2,2,1.51748083530308,0.5,0.5,4,2.048247497,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,199.363460401478,train
Kbar_5^*(2380)0,0,2,2,1.76474735352352,0.5,0.5,5,2.382,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,177.999999948009,train
T_c c cbar cbar(6900)+,2,2,1,5.11135160992226,0,0,-222,6.899140271,1,1,1,0,1,0,0,0,0,0,0,2,2,0,0,152.62773728816,train
T_c sbar 0^*(2900)++,1,2,2,2.16407515518145,1,1,0,2.921,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,140.000000054697,train
T_c sbar 0^*(2900)0,1,2,2,2.14258998589002,1,-1,0,2.892,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,137,train
T_cc(3875)+,2,2,2,2.87073719053466,-222,-222,-222,3.87483,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0.410000000116351,train
T_{b bbar 1}(10610)+,1,2,1,7.85853405889787,1,1,1,10.6072,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,18.4000000070851,train
T_{b bbar 1}(10610)-,1,2,1,7.85853405889787,1,-1,1,10.6072,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,18.4000000070851,train
T_{b bbar 1}(10650)+,1,2,1,7.89187311469492,1,1,1,10.6522,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,11.4999999957542,train
T_{b sbar}(5568)+,2,2,2,4.12433754925697,1,0,-222,5.5669,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,18.6000000052237,train
T_{c cbar 0}(4240)0,0,0,1,3.14053905608154,1,0,0,4.239,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,219.999999922481,train
T_{c cbar 1}(3900)+,1,2,1,2.87982763974865,1,1,1,3.8871,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,28.3999999952526,train
T_{c cbar 1}(4200)+,1,2,1,3.10868173609769,1,1,1,4.196,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,370.00000013384,train
T_{c cbar 1}(4430)+,1,2,1,3.31781896963826,1,1,1,4.478286804,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,181.22132077352,train
T_{c cbar s}bar 1(4000)+,1,2,2,2.95487625253721,0.5,0.5,1,3.988398237,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,13.9011470734281,train
T_{c cbar s}bar 1(4220)+,1,2,2,3.12349909422972,0.5,0.5,1,4.216,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,233.000000101192,train
T_{c cbar}(4020)+,2,2,1,2.98134871416596,1,1,-222,4.024129926,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,13.3428633048637,train
T_{c cbar}(4050)+,2,2,0,3.00125588964055,1,1,-222,4.051,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,81.9999999783312,train
T_{c cbar}(4055)+,2,2,1,3.00347849336036,1,1,-222,4.054,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,45.0000000103356,train
T_{c cbar}(4100)+,2,2,0,3.0345949454376,1,1,-222,4.096,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,152.000000023366,train
T_{c cbar}(4250)+,2,2,0,3.14720686724095,1,1,-222,4.248,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,177.000000075432,train
T_{c s 0}^*(2870)0,1,2,2,2.1233274203184,-222,-222,0,2.866,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,57.0000000094307,train
T_{c s 1}^*(2900)0,0,2,2,2.15148040076923,-222,-222,1,2.904,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,110.000000022834,train
Upsilon(10753),0,0,0,7.96633033930832,0,0,1,10.7527,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,35.4999999829114,train
Upsilon(10860),0,0,0,8.06451159157482,0,0,1,10.88522194,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,36.8487432287691,train
Upsilon(11020),0,0,0,8.14945063755684,0,0,1,10.99986997,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,24.2067255538586,train
Upsilon(1S),0,0,0,7.00890674360787,0,0,1,9.4604,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0540199999793464,train
Upsilon(2S),0,0,0,7.42601537502422,0,0,1,10.0234,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.03198,train
Upsilon(3S),0,0,0,7.67176125964377,0,0,1,10.3551,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0203200000055241,train
Upsilon(4S),0,0,0,7.83792375829131,0,0,1,10.57938087,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,20.4859423726692,train
a_0(1450)+,1,2,0,1.0658781557676,1,1,0,1.438688525,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,258.000000020223,train
a_0(1450)-,1,2,0,1.0658781557676,1,-1,0,1.438688525,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,258.000000020223,train
a_0(1450)0,1,1,0,1.0658781557676,1,0,0,1.438688525,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,258.000000020223,train
a_0(1710)+,1,2,0,1.26925322693166,1,1,0,1.713197745,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,107.285564546201,train
a_0(1710)-,1,2,0,1.26925322693166,1,-1,0,1.713197745,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,107.285564546201,train
a_0(1950)+,1,2,0,1.43061592764648,1,1,0,1.931,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,271.000000032601,train
a_0(1950)-,1,2,0,1.43061592764648,1,-1,0,1.931,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,271.000000032601,train
a_0(1950)0,1,1,0,1.43061592764648,1,0,0,1.931,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,271.000000032601,train
a_0(980)+,1,2,0,0.726050548468957,1,1,0,0.98,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,75.0000000347767,train
a_0(980)0,1,1,0,0.726050548468957,1,0,0,0.98,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,75.0000000347767,train
a_1(1260)+,1,2,0,0.911267525119201,1,1,1,1.23,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,425.000000032123,train
a_1(1260)-,1,2,0,0.911267525119201,1,-1,1,1.23,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,425.000000032123,train
a_1(1640)-,1,2,0,1.22646486032403,1,-1,1,1.655443365,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,254.41607770628,train
a_1(1640)0,1,1,0,1.22646486032403,1,0,1,1.655443365,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,254.41607770628,train
a_2(1320)+,1,2,0,0.976614242260901,1,1,2,1.318202926,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,106.999999950576,train
a_2(1320)-,1,2,0,0.976614242260901,1,-1,2,1.318202926,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,106.999999950576,train
a_2(1320)0,1,1,0,0.976614242260901,1,0,2,1.318202926,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,106.999999950576,train
a_2(1700)+,1,2,0,1.26370556655843,1,1,2,1.705709689,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,378.075716968195,train
a_2(1700)-,1,2,0,1.26370556655843,1,-1,2,1.705709689,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,378.075716968195,train
a_2(1700)0,1,1,0,1.26370556655843,1,0,2,1.705709689,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,378.075716968195,train
a_4(1970)+,1,2,0,1.45749190372143,1,1,4,1.96727634,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,323.89389675238,train
a_4(1970)-,1,2,0,1.45749190372143,1,-1,4,1.96727634,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,323.89389675238,train
b_1(1235)+,1,2,1,0.910884827579442,1,1,1,1.229483447,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,142.375170740852,train
b_1(1235)-,1,2,1,0.910884827579442,1,-1,1,1.229483447,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,142.375170740852,train
b_1(1235)0,1,0,1,0.910884827579442,1,0,1,1.229483447,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,142.375170740852,train
chi_c0(1P),1,1,1,2.52984708160426,0,0,0,3.414707344,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,10.7461015576309,train
chi_c0(3860),1,1,1,2.86123185529297,0,0,0,3.862,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,200.999999988126,train
chi_c0(3915),1,1,1,2.90572660590305,0,0,0,3.922057603,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,19.9932845566021,train
chi_c0(4500),1,1,1,3.31464301413277,0,0,0,4.474,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,77.0000000112663,train
chi_c0(4700),1,1,1,3.47763395358498,0,0,0,4.694,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,87.0000000300512,train
chi_c1(1P),1,1,1,2.60094243806055,0,0,1,3.510669601,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0.840501711371921,train
chi_c1(4140),1,1,1,3.0720449542643,0,0,1,4.146548834,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,19.4767025641784,train
chi_c1(4274),1,1,1,3.17530206740375,0,0,1,4.28592201,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,51.1427074302693,train
chi_c1(4685),1,1,1,3.47022527451897,0,0,1,4.684,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,126.000000006114,train
chi_c2(1P),1,1,1,2.63465089059583,0,0,2,3.556168201,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1.9785543484729,train
chi_c2(3930),1,1,1,2.90602537940809,0,0,2,3.922460878,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,35.1999745995466,train
eta,0,1,1,0.405893277474264,0,0,0,0.547861871,1,1,1,1,1,0.408,0.408,0.408,0.408,0.816,0.816,0,0,0,0,0.00130769172366065,train
eta(1295)0,0,1,1,0.958468315761577,0,0,0,1.29371013,1,1,1,1,1,0.408,0.408,0.408,0.408,0.816,0.816,0,0,0,0,55.3339026228352,train
eta(1475)0,0,1,1,1.09317159534968,0,0,0,1.475528344,1,1,1,1,1,0.408,0.408,0.408,0.408,0.816,0.816,0,0,0,0,95.7311461861472,train
eta(1760)0,0,1,1,1.29762955979377,0,0,0,1.751499219,1,1,1,1,1,0.408,0.408,0.408,0.408,0.816,0.816,0,0,0,0,239.767347555766,train
eta(2225)0,0,1,1,1.64562429930566,0,0,0,2.22121148,1,1,1,1,1,0.408,0.408,0.408,0.408,0.816,0.816,0,0,0,0,185.040528674249,train
eta(2370)0,0,1,1,1.76094850975159,0,0,0,2.37687244117597,1,1,1,1,1,0.408,0.408,0.408,0.408,0.816,0.816,0,0,0,0,147.841798501249,train
eta^'(958)0,0,1,1,0.709591252211083,0,0,0,0.957783764,1,1,1,1,1,0.577,0.577,0.577,0.577,0.577,0.577,0,0,0,0,0.188108854766708,train
eta_1(1855)0,0,1,1,1.37430996674481,0,0,1,1.855,1,1,1,1,1,0.408,0.408,0.408,0.408,0.816,0.816,0,0,0,0,188.00000003197,train
eta_2(1645)0,0,1,1,1.19821942104018,0,0,2,1.617318567,1,1,1,1,1,0.408,0.408,0.408,0.408,0.816,0.816,0,0,0,0,180.912549576595,train
eta_2(1870)0,0,1,1,1.36444833034601,0,0,2,1.841689076,1,1,1,1,1,0.408,0.408,0.408,0.408,0.816,0.816,0,0,0,0,225.175798095966,train
eta_b(1S),0,1,1,6.96319380834761,0,0,0,9.39869813,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,9.98940033168081,train
eta_b(2S),0,1,1,7.40793819810316,0,0,0,9.999,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,23.9999999916493,train
eta_c(1S),0,1,1,2.21079889134748,0,0,0,2.984066217,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,30.4700573751366,train
eta_c(2S),0,1,1,2.69507761954519,0,0,0,3.637730283,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,11.8108596078509,train
f_0(1500)0,1,1,1,1.12760095384669,0,0,0,1.522,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,107.999999986584,train
f_0(1710)0,1,1,1,1.2838577270463,0,0,0,1.732910436,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,150.449833891849,train
f_0(2020)0,1,1,1,1.46840019088313,0,0,0,1.982,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,435.999999847821,train
f_0(2100)0,1,1,1,1.55190504847247,0,0,0,2.094712208,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,287.409584477061,train
f_0(2200)0,1,1,1,1.62047688807741,0,0,0,2.187268302,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,207.143317340369,train
f_0(2470)0,1,1,1,1.82994372930441,0,0,0,2.47,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,75.0000000347767,train
f_0(500)0,1,1,1,0.444520743960586,0,0,0,0.6,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,450.000000106036,train
f_1(1285)0,1,1,1,0.949636736907168,0,0,1,1.281789545,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,22.9545570255435,train
f_1(1420)0,1,1,1,1.05825749735355,0,0,1,1.428402402,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,56.7118508162906,train
f_1(1510)0,1,1,1,1.12439531472765,0,0,1,1.51767313,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,72.9051095202881,train
f_2(1270)0,1,1,1,0.944911855537159,0,0,2,1.27541205,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,186.554356615111,train
f_2(1430)0,1,1,1,1.0594411064394,0,0,2,1.43,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,45.9999999775016,train
f_2(1565)0,1,1,1,1.16355146677473,0,0,2,1.570524862,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,132.499999943518,train
f_2(1810)0,1,1,1,1.34457389752854,0,0,2,1.814863197,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,197.445867862425,train
f_2(1910)0,1,1,1,1.40757468978305,0,0,2,1.899899668,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,166.575445180844,train
f_2(2010)0,1,1,1,1.48988536017456,0,0,2,2.011,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,201.999999918957,train
f_2(2150)0,1,1,1,1.59800301056119,0,0,2,2.156933775,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,152.021276648358,train
f_2(2300)0,1,1,1,1.70177358146244,0,0,2,2.297,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,149.000000008127,train
f_2(2340)0,1,1,1,1.738041199931,0,0,2,2.345952881,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,331.015275215647,train
f_2^'(1525)0,1,1,1,1.12412201818819,0,0,2,1.517304243,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,71.9386816203982,train
f_4(2050)0,1,1,1,1.49539705363353,0,0,4,2.018439509,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,237.310094851894,train
f_4(2300)0,1,1,1,1.71881354331426,0,0,4,2.32,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,250.000000034438,train
f_6(2510)0,1,1,1,1.82623938977141,0,0,6,2.465,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,254.999999959601,train
f_J(2220)0,1,1,1,1.65298287421601,0,0,4,2.231143851,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,23.3232392917509,train
h_1(1170)0,1,0,0,0.863851979096738,0,0,1,1.166,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,375.000000011096,train
h_1(1415)0,1,0,0,1.04392914834241,0,0,1,1.409062451,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,78.0334759137264,train
h_1(1595)0,1,0,0,1.18094344312196,0,0,1,1.594,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,384.000000158313,train
h_c(1P),1,0,0,2.61183171455177,0,0,1,3.525367601,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0.78000000023283,train
omega(1420)0,0,0,0,1.04462374830738,0,0,1,1.41,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,290.000000005649,train
omega(1650)0,0,0,0,1.23724940402363,0,0,1,1.67,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,315.000000054926,train
omega(2220)0,0,0,0,1.65361716753338,0,0,1,2.232,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,92.9999999857472,train
omega(782)0,0,0,0,0.579844507829151,0,0,1,0.782655724,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,8.68000000284479,train
omega_3(1670)0,0,0,0,1.23517923017127,0,0,3,1.667205745,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,167.536679938679,train
phi(1020)0,0,0,0,0.755285813947265,0,0,1,1.019460834,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,4.24896870991548,train
phi(1680)0,0,0,0,1.24465808308964,0,0,1,1.68,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,149.999999985562,train
phi(2170)0,0,0,0,1.60336956355205,0,0,1,2.164177378,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,106.081433634472,train
phi_3(1850)0,0,0,0,1.37379365886417,0,0,3,1.854303104,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,86.8361072228571,train
pi(1300)+,0,2,0,0.963128278581269,1,1,0,1.3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,399.999999956807,train
pi(1300)-,0,2,0,0.963128278581269,1,-1,0,1.3,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,399.999999956807,train
pi(1300)0,0,1,0,0.963128278581269,1,0,0,1.3,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,399.999999956807,train
pi(1800)+,0,2,0,1.34106916262694,1,1,0,1.810132617,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,215.191550491185,train
pi(1800)-,0,2,0,1.34106916262694,1,-1,0,1.810132617,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,215.191550491185,train
pi(1800)0,0,1,0,1.34106916262694,1,0,0,1.810132617,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,215.191550491185,train
pi+,0,2,0,0.10340322340365,1,1,0,0.139570391,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2.52836273202646e-14,train
pi-,0,2,0,0.10340322340365,1,-1,0,0.139570391,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2.52836273202646e-14,train
pi0,0,1,0,0.1,1,0,0,0.134976828,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,7.80797101897983e-06,train
pi_1(1400)+,0,2,0,1.00343014728424,1,1,1,1.354398184,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,329.964219887888,train
pi_1(1400)-,0,2,0,1.00343014728424,1,-1,1,1.354398184,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,329.964219887888,train
pi_1(1400)0,0,1,0,1.00343014728424,1,0,1,1.354398184,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,329.964219887888,train
pi_1(1600)+,0,2,0,1.21896401210436,1,1,1,1.645318958,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,365.403227978355,train
pi_1(1600)-,0,2,0,1.21896401210436,1,-1,1,1.645318958,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,365.403227978355,train
pi_1(1600)0,0,1,0,1.21896401210436,1,0,1,1.645318958,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,365.403227978355,train
pi_2(1670)+,0,2,0,1.23771502616731,1,1,2,1.670628482,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,257.530402732941,train
pi_2(1670)-,0,2,0,1.23771502616731,1,-1,2,1.670628482,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,257.530402732941,train
pi_2(1670)0,0,1,0,1.23771502616731,1,0,2,1.670628482,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,257.530402732941,train
pi_2(1880)+,0,2,0,1.38807873452175,1,1,2,1.873584646,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,236.74042719162,train
pi_2(1880)0,0,1,0,1.38807873452175,1,0,2,1.873584646,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,236.74042719162,train
pi_2(2005)+,0,2,0,1.45411523672789,1,1,2,1.962718622,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,369.943424799623,train
pi_2(2005)-,0,2,0,1.45411523672789,1,-1,2,1.962718622,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,369.943424799623,train
pi_2(2005)0,0,1,0,1.45411523672789,1,0,2,1.962718622,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,369.943424799623,train
pi_2(2100)+,0,2,0,1.54869887370594,1,1,2,2.090384615,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,624.800000296482,train
pi_2(2100)-,0,2,0,1.54869887370594,1,-1,2,2.090384615,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,624.800000296482,train
pi_2(2100)0,0,1,0,1.54869887370594,1,0,2,2.090384615,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,624.800000296482,train
psi(2S),0,0,0,2.73091123611232,0,0,1,3.686097362,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0.293484789966183,train
psi(3770),0,0,0,2.79579625696938,0,0,1,3.773677105,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,27.1802000530651,train
psi(4040),0,0,0,2.9928099955053,0,0,1,4.0396,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,84.4999999693157,train
psi(4160),0,0,0,3.10521296070167,0,0,1,4.191317957,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,69.3144233022687,train
psi(4415),0,0,0,3.27079795429776,0,0,1,4.414819329,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,109.629064346317,train
psi_2(3823),0,0,0,2.83271591476427,0,0,2,3.823510088,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,2.90000000002196,train
psi_3(3842),0,0,0,2.84694051337464,0,0,3,3.84271,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,2.79000000046516,train
rho(1450)+,0,2,1,1.08537148317043,1,1,1,1.465,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,399.999999956807,train
rho(1450)-,0,2,1,1.08537148317043,1,-1,1,1.465,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,399.999999956807,train
rho(1450)0,0,0,1,1.08537148317043,1,0,1,1.465,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,399.999999956807,train
rho(1570)+,0,2,1,1.16316261336353,1,1,1,1.57,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,144.000000061056,train
rho(1570)-,0,2,1,1.16316261336353,1,-1,1,1.57,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,144.000000061056,train
rho(1570)0,0,0,1,1.16316261336353,1,0,1,1.57,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,144.000000061056,train
rho(1700)+,0,2,1,1.27429279935368,1,1,1,1.72,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,250.000000034438,train
rho(1700)-,0,2,1,1.27429279935368,1,-1,1,1.72,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,250.000000034438,train
rho(1700)0,0,0,1,1.27429279935368,1,0,1,1.72,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,250.000000034438,train
rho(1900)+,0,2,1,1.39283166440983,1,1,1,1.88,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,69.0000000277891,train
rho(1900)0,0,0,1,1.39283166440983,1,0,1,1.88,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,69.0000000277891,train
rho(2150)+,0,2,1,1.51433400109239,1,1,1,2.044,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,163.000000031498,train
